workload,workload_type,workload_size,description,algorithm,frames,ms/op,ms/op_error,gc.alloc.rate.norm (B/op),gc.alloc.rate.norm_error (B/op)
locality_lg_medium_hot70,locality,lg,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Otimo,128,71.57855708142857,2.6711295343131196,87571438.56761906,25.68948843342177
locality_lg_medium_hot70,locality,lg,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Random,2,3.9589804318259754,0.029319974319650242,3982707.42565476,0.3075533108391989
locality_lg_medium_hot70,locality,lg,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Random,4,4.071263648897791,0.32752773978410643,3905164.133189338,65.9972956307361
locality_lg_medium_hot70,locality,lg,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Random,8,4.384283975052446,0.03947150282630114,3736678.280975259,0.35639596020594905
locality_lg_medium_hot70,locality,lg,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Random,16,4.186453536533214,0.2806664381104429,3439988.981930879,65.71813901532113
locality_lg_medium_hot70,locality,lg,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Random,32,3.4363838404561315,0.04770781815004276,2903567.763465292,0.3850890304419628
locality_lg_medium_hot70,locality,lg,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Random,64,2.4796626987547943,0.022878292253652042,2094649.1491441638,0.1831048121026271
locality_lg_medium_hot70,locality,lg,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Random,128,1.3922920183918446,0.024400889114924235,1081465.651890942,0.1787241451168063
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Clock,2,2.4404032247086573,0.029725528352833663,2680808.936542374,0.1978818564473465
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Clock,4,2.611097087107955,0.02308458819550164,2185386.1061140844,0.11326086808689037
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Clock,8,2.6310157597370747,0.02479739478589522,1288666.2202396211,0.1861912071122324
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Clock,16,1.609063883010322,0.06224741481426332,353631.14568061,32.1048213689931
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Clock,32,1.4490492029248565,0.015577078380012295,143026.0262577208,0.13461199436375015
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Clock,64,0.9494102863024281,0.04553562234910734,3070.5146928390063,0.30366767908233067
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Clock,128,1.0048482777995318,0.08193366430346603,3370.895438940367,31.33600103414237
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",FIFO,2,0.4652108020070365,0.008107701878635418,27.198468755827093,0.06055602748878329
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",FIFO,4,0.5210938620556,0.0035518385457153855,35.57811755183128,0.02784561509370402
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",FIFO,8,0.7390828720108956,0.008418364305550093,53.08344442375835,0.0628838390896818
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",FIFO,16,1.0254500631619483,0.00249087891980823,87.04898664971539,0.02959965137848828
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",FIFO,32,1.332428493503738,0.1101698574238877,153.16425236798517,0.7557239301052975
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",FIFO,64,1.0327922338721816,0.004243051118358132,279.0926197530971,0.03564869956998763
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",FIFO,128,1.0635137675353505,0.04250911564867453,535.3136606688864,0.28373368388653564
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LFU,2,6.97960670899653,0.17281435024449798,7853336.291304092,1.3263980180745951
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LFU,4,7.465536251890983,0.20930650242618565,6999411.424024032,1.3659814120103582
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LFU,8,6.18010394668495,0.06216517757833137,5326082.615608158,0.41807362989676017
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LFU,16,4.0980392659636395,0.047627724929344105,4368228.362845032,0.3366751747230641
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LFU,32,4.203981788874943,0.039814185467756176,4149381.0492297364,0.3046836849964774
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LFU,64,2.705625202128247,0.14448747322020952,3900754.7499923976,1.03248108152788
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LFU,128,2.786769007079042,0.05202845200511821,3900755.268329519,0.3731231561732215
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LRU,2,3.1071877222056066,0.2358937053331622,4000189.551798325,1.6669787620391
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LRU,4,3.170431535859401,0.047550435522275857,4000189.969544945,0.32942353474474645
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LRU,8,3.489225732969986,0.028654924576695,4000232.1649908787,0.20554864773641776
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LRU,16,3.030674451921479,0.016043022888029147,4287264.982149166,31.90881392686014
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LRU,32,2.804219489343242,0.10097589717811783,4140971.4624599814,0.7177062518370874
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LRU,64,2.9649184520975718,0.23631108623739175,4001136.538673694,17.48828118915344
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LRU,128,3.2068289622398387,0.17340902709570963,4001126.256984671,1.2566954574449711
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Otimo,2,3.9246020039044125,0.23757296981115178,2934123.134827307,1.635594033430939
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Otimo,4,4.246934596385854,0.049889697802299945,2915757.410758884,0.3730398780241586
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Otimo,8,6.28666499520083,2.1065990628524953,2878363.4443995818,116.48923267893146
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Otimo,16,11.950647472198877,0.0759969954414616,2813138.2825770313,0.812572861630893
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Otimo,32,16.734375648548298,7.51786981049397,2661826.988254538,153.111277479014
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Otimo,64,0.5204873613918013,0.008638178723476523,2691.573865572808,0.06208700647005632
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Otimo,128,0.5224216545996038,0.00525167787539474,2691.5863395020333,0.041545269058896356
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Random,2,2.6808461680105413,0.03270067625870503,2686938.6014851136,0.2733372558539635
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Random,4,2.8799958399894345,0.02766063609822642,2194667.914422489,0.19798541303423847
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Random,8,2.0906380020402056,0.02462490438453286,1345526.4908895898,0.16858210800401238
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Random,16,1.3120681713144786,0.011025846208401984,560001.0897210352,12.752435172194685
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Random,32,0.8573656677679546,0.11410132292687562,199373.94170460603,0.7945673345888955
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Random,64,0.47269134384030603,0.005130305524836108,3691.2558117983945,0.050264079268013184
locality_lg_tight_hot90,locality,lg,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Random,128,0.47224558373647146,0.003218339872688705,3691.2535612622405,0.04601731508652238
locality_lg_wide_ws40,locality,lg,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Clock,2,3.140973053825392,0.025610107702173014,5513029.755279252,0.17345021401107788
locality_lg_wide_ws40,locality,lg,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Clock,4,4.204757316337329,0.02664023268953239,5489461.127992443,0.2596582743066214
locality_lg_wide_ws40,locality,lg,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Clock,8,5.0679677158569,0.3401793233619089,5440415.034475608,29.461240640889788
locality_lg_wide_ws40,locality,lg,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Clock,16,5.325516151128715,0.06425905806618064,5340280.777229029,31.65783720574727
locality_lg_wide_ws40,locality,lg,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Clock,32,5.060816824998762,0.15239750834028576,5136374.9853387475,30.86312647949802
locality_lg_wide_ws40,locality,lg,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Clock,64,4.90542839033502,0.043931385537538926,4748697.896567598,0.37806377051031914
locality_lg_wide_ws40,locality,lg,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Clock,128,4.111825893691439,0.09035957250675822,4018332.4501984366,0.6666709963452179
locality_lg_wide_ws40,locality,lg,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",FIFO,2,0.3672077080656802,0.001307043287882213,26.52484800330157,0.018461045327710365
locality_lg_wide_ws40,locality,lg,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",FIFO,4,0.369598902379574,0.0023718291813202364,34.535473617391894,0.018094555103715403
locality_lg_wide_ws40,locality,lg,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",FIFO,8,0.4319967723784271,0.0034524340372971206,50.967410463914284,0.032070980767159
