workload,workload_type,workload_size,description,algorithm,frames,page_faults,total_accesses,fault_rate_pct
random_lg_medium,random,lg,"Acesso aleatorio | Grande (100k refs, 100 pags)",Otimo,2,90815,100000,90.8150
random_lg_medium,random,lg,"Acesso aleatorio | Grande (100k refs, 100 pags)",Otimo,4,81279,100000,81.2790
random_lg_medium,random,lg,"Acesso aleatorio | Grande (100k refs, 100 pags)",Otimo,8,69242,100000,69.2420
random_lg_medium,random,lg,"Acesso aleatorio | Grande (100k refs, 100 pags)",Otimo,16,53937,100000,53.9370
random_lg_medium,random,lg,"Acesso aleatorio | Grande (100k refs, 100 pags)",Otimo,32,34814,100000,34.8140
random_lg_medium,random,lg,"Acesso aleatorio | Grande (100k refs, 100 pags)",Otimo,64,12758,100000,12.7580
random_lg_medium,random,lg,"Acesso aleatorio | Grande (100k refs, 100 pags)",Otimo,128,100,100000,0.1000
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",FIFO,2,99601,100000,99.6010
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",FIFO,4,99169,100000,99.1690
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",FIFO,8,98386,100000,98.3860
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",FIFO,16,96740,100000,96.7400
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",FIFO,32,93470,100000,93.4700
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",FIFO,64,87062,100000,87.0620
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",FIFO,128,74425,100000,74.4250
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LRU,2,99602,100000,99.6020
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LRU,4,99167,100000,99.1670
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LRU,8,98384,100000,98.3840
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LRU,16,96735,100000,96.7350
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LRU,32,93462,100000,93.4620
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LRU,64,87121,100000,87.1210
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LRU,128,74414,100000,74.4140
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LFU,2,99622,100000,99.6220
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LFU,4,99197,100000,99.1970
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LFU,8,98399,100000,98.3990
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LFU,16,96804,100000,96.8040
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LFU,32,93566,100000,93.5660
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LFU,64,87293,100000,87.2930
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LFU,128,74398,100000,74.3980
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Clock,2,99601,100000,99.6010
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Clock,4,99169,100000,99.1690
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Clock,8,98387,100000,98.3870
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Clock,16,96734,100000,96.7340
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Clock,32,93471,100000,93.4710
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Clock,64,87104,100000,87.1040
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Clock,128,74407,100000,74.4070
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Random,2,99617,100000,99.6170
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Random,4,99180,100000,99.1800
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Random,8,98399,100000,98.3990
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Random,16,96714,100000,96.7140
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Random,32,93542,100000,93.5420
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Random,64,87125,100000,87.1250
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Random,128,74506,100000,74.5060
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Otimo,2,96165,100000,96.1650
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Otimo,4,91799,100000,91.7990
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Otimo,8,86211,100000,86.2110
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Otimo,16,78738,100000,78.7380
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Otimo,32,68929,100000,68.9290
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Otimo,64,55969,100000,55.9690
random_lg_wide,random,lg,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Otimo,128,39273,100000,39.2730
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",FIFO,2,995949,1000000,99.5949
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",FIFO,4,992023,1000000,99.2023
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",FIFO,8,984125,1000000,98.4125
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",FIFO,16,968275,1000000,96.8275
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",FIFO,32,936311,1000000,93.6311
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",FIFO,64,872343,1000000,87.2343
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",FIFO,128,744566,1000000,74.4566
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LRU,2,995951,1000000,99.5951
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LRU,4,992016,1000000,99.2016
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LRU,8,984139,1000000,98.4139
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LRU,16,968285,1000000,96.8285
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LRU,32,936291,1000000,93.6291
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LRU,64,872315,1000000,87.2315
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LRU,128,744259,1000000,74.4259
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LFU,2,996073,1000000,99.6073
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LFU,4,992021,1000000,99.2021
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LFU,8,984020,1000000,98.4020
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LFU,16,967901,1000000,96.7901
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LFU,32,935844,1000000,93.5844
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LFU,64,871878,1000000,87.1878
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LFU,128,744783,1000000,74.4783
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Clock,2,995949,1000000,99.5949
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Clock,4,992022,1000000,99.2022
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Clock,8,984131,1000000,98.4131
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Clock,16,968307,1000000,96.8307
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Clock,32,936281,1000000,93.6281
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Clock,64,872403,1000000,87.2403
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Clock,128,744638,1000000,74.4638
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Random,2,995978,1000000,99.5978
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Random,4,991997,1000000,99.1997
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Random,8,984140,1000000,98.4140
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Random,16,968339,1000000,96.8339
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Random,32,935983,1000000,93.5983
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Random,64,872258,1000000,87.2258
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Random,128,743765,1000000,74.3765
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Otimo,2,962011,1000000,96.2011
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Otimo,4,918842,1000000,91.8842
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Otimo,8,863202,1000000,86.3202
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Otimo,16,789096,1000000,78.9096
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Otimo,32,690307,1000000,69.0307
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Otimo,64,559463,1000000,55.9463
random_xl_wide,random,xl,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Otimo,128,390979,1000000,39.0979
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",FIFO,2,500,500,100.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",FIFO,4,500,500,100.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",FIFO,8,500,500,100.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",FIFO,16,500,500,100.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",FIFO,32,20,500,4.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",FIFO,64,20,500,4.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",FIFO,128,20,500,4.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",LRU,2,500,500,100.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",LRU,4,500,500,100.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",LRU,8,500,500,100.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",LRU,16,500,500,100.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",LRU,32,20,500,4.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",LRU,64,20,500,4.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",LRU,128,20,500,4.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",LFU,2,500,500,100.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",LFU,4,500,500,100.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",LFU,8,500,500,100.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",LFU,16,500,500,100.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",LFU,32,20,500,4.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",LFU,64,20,500,4.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",LFU,128,20,500,4.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Clock,2,500,500,100.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Clock,4,500,500,100.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Clock,8,500,500,100.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Clock,16,500,500,100.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Clock,32,20,500,4.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Clock,64,20,500,4.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Clock,128,20,500,4.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Random,2,500,500,100.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Random,4,496,500,99.2000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Random,8,454,500,90.8000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Random,16,200,500,40.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Random,32,20,500,4.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Random,64,20,500,4.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Random,128,20,500,4.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Otimo,2,474,500,94.8000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Otimo,4,422,500,84.4000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Otimo,8,320,500,64.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Otimo,16,120,500,24.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Otimo,32,20,500,4.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Otimo,64,20,500,4.0000
sequential_xs_tight,sequential,xs,"Acesso sequencial | Minimo (500 refs, 20 pags)",Otimo,128,20,500,4.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",FIFO,2,2000,2000,100.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",FIFO,4,2000,2000,100.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",FIFO,8,2000,2000,100.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",FIFO,16,2000,2000,100.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",FIFO,32,20,2000,1.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",FIFO,64,20,2000,1.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",FIFO,128,20,2000,1.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LRU,2,2000,2000,100.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LRU,4,2000,2000,100.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LRU,8,2000,2000,100.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LRU,16,2000,2000,100.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LRU,32,20,2000,1.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LRU,64,20,2000,1.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LRU,128,20,2000,1.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LFU,2,2000,2000,100.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LFU,4,2000,2000,100.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LFU,8,2000,2000,100.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LFU,16,2000,2000,100.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LFU,32,20,2000,1.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LFU,64,20,2000,1.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LFU,128,20,2000,1.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Clock,2,2000,2000,100.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Clock,4,2000,2000,100.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Clock,8,2000,2000,100.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Clock,16,2000,2000,100.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Clock,32,20,2000,1.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Clock,64,20,2000,1.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Clock,128,20,2000,1.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Random,2,2000,2000,100.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Random,4,1991,2000,99.5500
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Random,8,1809,2000,90.4500
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Random,16,743,2000,37.1500
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Random,32,20,2000,1.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Random,64,20,2000,1.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Random,128,20,2000,1.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Otimo,2,1895,2000,94.7500
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Otimo,4,1685,2000,84.2500
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Otimo,8,1268,2000,63.4000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Otimo,16,436,2000,21.8000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Otimo,32,20,2000,1.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Otimo,64,20,2000,1.0000
sequential_sm_tight,sequential,sm,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Otimo,128,20,2000,1.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",FIFO,2,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",FIFO,4,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",FIFO,8,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",FIFO,16,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",FIFO,32,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",FIFO,64,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",FIFO,128,100,10000,1.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",LRU,2,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",LRU,4,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",LRU,8,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",LRU,16,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",LRU,32,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",LRU,64,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",LRU,128,100,10000,1.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",LFU,2,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",LFU,4,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",LFU,8,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",LFU,16,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",LFU,32,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",LFU,64,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",LFU,128,100,10000,1.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Clock,2,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Clock,4,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Clock,8,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Clock,16,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Clock,32,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Clock,64,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Clock,128,100,10000,1.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Random,2,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Random,4,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Random,8,10000,10000,100.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Random,16,9990,10000,99.9000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Random,32,9495,10000,94.9500
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Random,64,6242,10000,62.4200
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Random,128,100,10000,1.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Otimo,2,9900,10000,99.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Otimo,4,9700,10000,97.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Otimo,8,9300,10000,93.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Otimo,16,8500,10000,85.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Otimo,32,6900,10000,69.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Otimo,64,3700,10000,37.0000
sequential_md_medium,sequential,md,"Acesso sequencial | Medio (10k refs, 100 pags)",Otimo,128,100,10000,1.0000
sequential_md_wide,sequential,md,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",FIFO,2,10000,10000,100.0000
sequential_md_wide,sequential,md,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",FIFO,4,10000,10000,100.0000
sequential_md_wide,sequential,md,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",FIFO,8,10000,10000,100.0000
sequential_md_wide,sequential,md,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",FIFO,16,10000,10000,100.0000
sequential_md_wide,sequential,md,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",FIFO,32,10000,10000,100.0000
sequential_md_wide,sequential,md,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",FIFO,64,10000,10000,100.0000
sequential_md_wide,sequential,md,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",FIFO,128,10000,10000,100.0000
sequential_md_wide,sequential,md,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",LRU,2,10000,10000,100.0000
sequential_md_wide,sequential,md,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",LRU,4,10000,10000,100.0000
sequential_md_wide,sequential,md,"Acesso sequencial | Medio, universo amplo (10k refs, 500 pags)",LRU,8,10000,10000,100.0000
