workload,workload_type,workload_size,workload_spread,workload_extra,description,algorithm,frames,page_faults,total_accesses,fault_rate_pct
aleatorio_medio_restrito,aleatorio,medio,restrito,,"Acesso aleatorio | Medio (10k refs, 20 pags)",Random,4,7970,10000,79.7
aleatorio_medio_restrito,aleatorio,medio,restrito,,"Acesso aleatorio | Medio (10k refs, 20 pags)",Random,8,5987,10000,59.87
aleatorio_medio_restrito,aleatorio,medio,restrito,,"Acesso aleatorio | Medio (10k refs, 20 pags)",Random,16,2088,10000,20.88
aleatorio_medio_restrito,aleatorio,medio,restrito,,"Acesso aleatorio | Medio (10k refs, 20 pags)",Random,32,20,10000,0.2
aleatorio_medio_restrito,aleatorio,medio,restrito,,"Acesso aleatorio | Medio (10k refs, 20 pags)",Otimo,4,5610,10000,56.1
aleatorio_medio_restrito,aleatorio,medio,restrito,,"Acesso aleatorio | Medio (10k refs, 20 pags)",Otimo,8,3246,10000,32.46
aleatorio_medio_restrito,aleatorio,medio,restrito,,"Acesso aleatorio | Medio (10k refs, 20 pags)",Otimo,16,713,10000,7.13
aleatorio_medio_restrito,aleatorio,medio,restrito,,"Acesso aleatorio | Medio (10k refs, 20 pags)",Otimo,32,20,10000,0.2
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",FIFO,4,9906,10000,99.06
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",FIFO,8,9835,10000,98.35
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",FIFO,16,9673,10000,96.73
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",FIFO,32,9365,10000,93.65
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",LRU,4,9906,10000,99.06
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",LRU,8,9835,10000,98.35
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",LRU,16,9673,10000,96.73
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",LRU,32,9370,10000,93.7
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",LFU,4,9919,10000,99.19
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",LFU,8,9844,10000,98.44
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",LFU,16,9686,10000,96.86
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",LFU,32,9361,10000,93.61
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",Clock,4,9906,10000,99.06
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",Clock,8,9835,10000,98.35
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",Clock,16,9675,10000,96.75
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",Clock,32,9365,10000,93.65
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",Random,4,9914,10000,99.14
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",Random,8,9834,10000,98.34
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",Random,16,9671,10000,96.71
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",Random,32,9365,10000,93.65
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",Otimo,4,9185,10000,91.85
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",Otimo,8,8626,10000,86.26
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",Otimo,16,7874,10000,78.74
aleatorio_medio_amplo,aleatorio,medio,amplo,,"Acesso aleatorio | Medio, universo amplo (10k refs, 500 pags)",Otimo,32,6889,10000,68.89
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",FIFO,4,99805,100000,99.805
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",FIFO,8,99621,100000,99.621
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",FIFO,16,99231,100000,99.231
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",FIFO,32,98404,100000,98.404
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",LRU,4,99805,100000,99.805
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",LRU,8,99621,100000,99.621
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",LRU,16,99234,100000,99.234
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",LRU,32,98407,100000,98.407
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",LFU,4,99809,100000,99.809
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",LFU,8,99585,100000,99.585
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",LFU,16,99183,100000,99.183
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",LFU,32,98411,100000,98.411
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",Clock,4,99805,100000,99.805
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",Clock,8,99621,100000,99.621
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",Clock,16,99233,100000,99.233
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",Clock,32,98404,100000,98.404
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",Random,4,99823,100000,99.823
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",Random,8,99617,100000,99.617
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",Random,16,99187,100000,99.187
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",Random,32,98378,100000,98.378
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",Otimo,4,96001,100000,96.001
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",Otimo,8,93174,100000,93.174
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",Otimo,16,89359,100000,89.359
aleatorio_grande_enorme,aleatorio,grande,enorme,,"Acesso aleatorio | Grande, universo enorme (100k refs, 2000 pags)",Otimo,32,84219,100000,84.219
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",FIFO,4,95975,100000,95.975
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",FIFO,8,92045,100000,92.045
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",FIFO,16,84036,100000,84.036
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",FIFO,32,67965,100000,67.965
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",LRU,4,95983,100000,95.983
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",LRU,8,92041,100000,92.041
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",LRU,16,84054,100000,84.054
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",LRU,32,68124,100000,68.124
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",LFU,4,95933,100000,95.933
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",LFU,8,91998,100000,91.998
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",LFU,16,84146,100000,84.146
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",LFU,32,68112,100000,68.112
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",Clock,4,95986,100000,95.986
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",Clock,8,92043,100000,92.043
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",Clock,16,84026,100000,84.026
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",Clock,32,68138,100000,68.138
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",Random,4,95942,100000,95.942
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",Random,8,92007,100000,92.007
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",Random,16,83967,100000,83.967
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",Random,32,68102,100000,68.102
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",Otimo,4,81355,100000,81.355
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",Otimo,8,69318,100000,69.318
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",Otimo,16,54015,100000,54.015
aleatorio_grande_medio,aleatorio,grande,medio,,"Acesso aleatorio | Grande (100k refs, 100 pags)",Otimo,32,34791,100000,34.791
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",FIFO,4,99221,100000,99.221
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",FIFO,8,98376,100000,98.376
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",FIFO,16,96727,100000,96.727
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",FIFO,32,93549,100000,93.549
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LRU,4,99220,100000,99.22
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LRU,8,98385,100000,98.385
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LRU,16,96737,100000,96.737
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LRU,32,93557,100000,93.557
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LFU,4,99172,100000,99.172
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LFU,8,98374,100000,98.374
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LFU,16,96754,100000,96.754
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",LFU,32,93501,100000,93.501
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Clock,4,99220,100000,99.22
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Clock,8,98380,100000,98.38
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Clock,16,96731,100000,96.731
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Clock,32,93526,100000,93.526
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Random,4,99176,100000,99.176
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Random,8,98369,100000,98.369
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Random,16,96694,100000,96.694
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Random,32,93610,100000,93.61
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Otimo,4,91859,100000,91.859
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Otimo,8,86248,100000,86.248
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Otimo,16,78897,100000,78.897
aleatorio_grande_amplo,aleatorio,grande,amplo,,"Acesso aleatorio | Grande, universo amplo (100k refs, 500 pags)",Otimo,32,68929,100000,68.929
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",FIFO,4,992080,1000000,99.208
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",FIFO,8,983846,1000000,98.3846
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",FIFO,16,967808,1000000,96.7808
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",FIFO,32,935605,1000000,93.5605
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LRU,4,992079,1000000,99.2079
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LRU,8,983849,1000000,98.3849
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LRU,16,967815,1000000,96.7815
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LRU,32,935637,1000000,93.5637
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LFU,4,992065,1000000,99.2065
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LFU,8,983959,1000000,98.3959
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LFU,16,967906,1000000,96.7906
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",LFU,32,935834,1000000,93.5834
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Clock,4,992084,1000000,99.2084
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Clock,8,983859,1000000,98.3859
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Clock,16,967829,1000000,96.7829
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Clock,32,935542,1000000,93.5542
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Random,4,991987,1000000,99.1987
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Random,8,983845,1000000,98.3845
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Random,16,967837,1000000,96.7837
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Random,32,935713,1000000,93.5713
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Otimo,4,918568,1000000,91.8568
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Otimo,8,862828,1000000,86.2828
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Otimo,16,788872,1000000,78.8872
aleatorio_extragrande_amplo,aleatorio,extragrande,amplo,,"Acesso aleatorio | Massivo, universo amplo (1M refs, 500 pags)",Otimo,32,690133,1000000,69.0133
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",FIFO,4,500,500,100.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",FIFO,8,500,500,100.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",FIFO,16,500,500,100.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",FIFO,32,20,500,4.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",LRU,4,500,500,100.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",LRU,8,500,500,100.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",LRU,16,500,500,100.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",LRU,32,20,500,4.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",LFU,4,500,500,100.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",LFU,8,500,500,100.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",LFU,16,500,500,100.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",LFU,32,20,500,4.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",Clock,4,500,500,100.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",Clock,8,500,500,100.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",Clock,16,500,500,100.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",Clock,32,20,500,4.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",Random,4,499,500,99.8
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",Random,8,456,500,91.2
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",Random,16,204,500,40.8
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",Random,32,20,500,4.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",Otimo,4,422,500,84.4
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",Otimo,8,320,500,64.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",Otimo,16,120,500,24.0
sequencial_minimo_restrito,sequencial,minimo,restrito,,"Acesso sequencial | Minimo (500 refs, 20 pags)",Otimo,32,20,500,4.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",FIFO,4,2000,2000,100.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",FIFO,8,2000,2000,100.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",FIFO,16,2000,2000,100.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",FIFO,32,20,2000,1.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LRU,4,2000,2000,100.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LRU,8,2000,2000,100.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LRU,16,2000,2000,100.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LRU,32,20,2000,1.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LFU,4,2000,2000,100.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LFU,8,2000,2000,100.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LFU,16,2000,2000,100.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",LFU,32,20,2000,1.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Clock,4,2000,2000,100.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Clock,8,2000,2000,100.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Clock,16,2000,2000,100.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Clock,32,20,2000,1.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Random,4,1996,2000,99.8
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Random,8,1814,2000,90.7
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Random,16,777,2000,38.85
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Random,32,20,2000,1.0
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Otimo,4,1685,2000,84.25
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Otimo,8,1268,2000,63.4
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Otimo,16,436,2000,21.8
sequencial_pequeno_restrito,sequencial,pequeno,restrito,,"Acesso sequencial | Pequeno (2k refs, 20 pags)",Otimo,32,20,2000,1.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",FIFO,4,10000,10000,100.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",FIFO,8,10000,10000,100.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",FIFO,16,10000,10000,100.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",FIFO,32,10000,10000,100.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",LRU,4,10000,10000,100.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",LRU,8,10000,10000,100.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",LRU,16,10000,10000,100.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",LRU,32,10000,10000,100.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",LFU,4,10000,10000,100.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",LFU,8,10000,10000,100.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",LFU,16,10000,10000,100.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",LFU,32,10000,10000,100.0
sequencial_medio_medio,sequencial,medio,medio,,"Acesso sequencial | Medio (10k refs, 100 pags)",Clock,4,10000,10000,100.0
