workload,workload_type,workload_size,workload_spread,workload_extra,description,algorithm,frames,page_faults,total_accesses,fault_rate_pct
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Otimo,4,8932,10000,89.32
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Otimo,8,8199,10000,81.99
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Otimo,16,7240,10000,72.4
localidade_medio_enorme_ws10,localidade,medio,enorme,ws10,"Alta localidade (85% hot) | Medio, universo enorme (10k refs, 2000 pags, WS=10%)",Otimo,32,5997,10000,59.97
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",FIFO,4,9514,10000,95.14
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",FIFO,8,9030,10000,90.3
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",FIFO,16,8077,10000,80.77
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",FIFO,32,6514,10000,65.14
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LRU,4,9515,10000,95.15
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LRU,8,9002,10000,90.02
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LRU,16,8026,10000,80.26
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LRU,32,6267,10000,62.67
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LFU,4,9346,10000,93.46
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LFU,8,8651,10000,86.51
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LFU,16,7269,10000,72.69
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",LFU,32,4526,10000,45.26
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Clock,4,9514,10000,95.14
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Clock,8,9016,10000,90.16
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Clock,16,8056,10000,80.56
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Clock,32,6400,10000,64.0
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Random,4,9539,10000,95.39
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Random,8,9039,10000,90.39
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Random,16,8166,10000,81.66
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Random,32,6461,10000,64.61
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Otimo,4,7912,10000,79.12
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Otimo,8,6617,10000,66.17
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Otimo,16,5038,10000,50.38
localidade_medio_medio_frequente70,localidade,medio,medio,frequente70,"Localidade moderada (70% hot) | Medio (10k refs, 200 pags, WS=20%)",Otimo,32,3252,10000,32.52
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",FIFO,4,6811,10000,68.11
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",FIFO,8,4240,10000,42.4
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",FIFO,16,1768,10000,17.68
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",FIFO,32,650,10000,6.5
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LRU,4,6805,10000,68.05
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LRU,8,3894,10000,38.94
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LRU,16,927,10000,9.27
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LRU,32,493,10000,4.93
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LFU,4,6524,10000,65.24
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LFU,8,3007,10000,30.07
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LFU,16,860,10000,8.6
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",LFU,32,466,10000,4.66
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Clock,4,6813,10000,68.13
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Clock,8,4042,10000,40.42
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Clock,16,1135,10000,11.35
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Clock,32,487,10000,4.87
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Random,4,6872,10000,68.72
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Random,8,4244,10000,42.44
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Random,16,1809,10000,18.09
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Random,32,637,10000,6.37
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Otimo,4,4418,10000,44.18
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Otimo,8,1899,10000,18.99
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Otimo,16,622,10000,6.22
localidade_medio_restrito_frequente90,localidade,medio,restrito,frequente90,"Alta localidade (90% hot) | Medio, universo restrito (10k refs, 50 pags, WS=20%)",Otimo,32,226,10000,2.26
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",FIFO,4,9866,10000,98.66
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",FIFO,8,9750,10000,97.5
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",FIFO,16,9514,10000,95.14
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",FIFO,32,9001,10000,90.01
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LRU,4,9865,10000,98.65
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LRU,8,9750,10000,97.5
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LRU,16,9509,10000,95.09
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LRU,32,8986,10000,89.86
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LFU,4,9866,10000,98.66
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LFU,8,9713,10000,97.13
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LFU,16,9425,10000,94.25
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",LFU,32,8806,10000,88.06
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",Clock,4,9865,10000,98.65
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",Clock,8,9749,10000,97.49
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",Clock,16,9512,10000,95.12
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",Clock,32,9001,10000,90.01
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",Random,4,9880,10000,98.8
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",Random,8,9739,10000,97.39
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",Random,16,9503,10000,95.03
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",Random,32,8986,10000,89.86
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",Otimo,4,8979,10000,89.79
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",Otimo,8,8287,10000,82.87
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",Otimo,16,7382,10000,73.82
localidade_medio_amplo_ws40,localidade,medio,amplo,ws40,"Localidade moderada (80% hot) | Medio, WS grande (10k refs, 500 pags, WS=40%)",Otimo,32,6184,10000,61.84
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",FIFO,4,98628,100000,98.628
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",FIFO,8,97212,100000,97.212
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",FIFO,16,94458,100000,94.458
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",FIFO,32,88812,100000,88.812
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",LRU,4,98633,100000,98.633
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",LRU,8,97212,100000,97.212
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",LRU,16,94427,100000,94.427
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",LRU,32,88734,100000,88.734
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",LFU,4,98359,100000,98.359
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",LFU,8,96576,100000,96.576
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",LFU,16,93160,100000,93.16
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",LFU,32,86324,100000,86.324
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",Clock,4,98629,100000,98.629
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",Clock,8,97221,100000,97.221
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",Clock,16,94446,100000,94.446
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",Clock,32,88757,100000,88.757
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",Random,4,98629,100000,98.629
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",Random,8,97195,100000,97.195
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",Random,16,94356,100000,94.356
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",Random,32,88861,100000,88.861
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",Otimo,4,89057,100000,89.057
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",Otimo,8,81740,100000,81.74
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",Otimo,16,72115,100000,72.115
localidade_grande_enorme_ws10,localidade,grande,enorme,ws10,"Alta localidade (85% hot) | Grande, universo enorme (100k refs, 2000 pags, WS=10%)",Otimo,32,59630,100000,59.63
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",FIFO,4,94926,100000,94.926
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",FIFO,8,89856,100000,89.856
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",FIFO,16,80802,100000,80.802
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",FIFO,32,64729,100000,64.729
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",LRU,4,94883,100000,94.883
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",LRU,8,89711,100000,89.711
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",LRU,16,80117,100000,80.117
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",LRU,32,62078,100000,62.078
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",LFU,4,93509,100000,93.509
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",LFU,8,86530,100000,86.53
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",LFU,16,72623,100000,72.623
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",LFU,32,45007,100000,45.007
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Clock,4,94913,100000,94.913
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Clock,8,89820,100000,89.82
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Clock,16,80504,100000,80.504
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Clock,32,63346,100000,63.346
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Random,4,94949,100000,94.949
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Random,8,90056,100000,90.056
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Random,16,80854,100000,80.854
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Random,32,64540,100000,64.54
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Otimo,4,78748,100000,78.748
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Otimo,8,65739,100000,65.739
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Otimo,16,49822,100000,49.822
localidade_grande_medio_frequente70,localidade,grande,medio,frequente70,"Localidade moderada (70% hot) | Grande (100k refs, 200 pags, WS=20%)",Otimo,32,31882,100000,31.882
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",FIFO,4,68466,100000,68.466
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",FIFO,8,41937,100000,41.937
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",FIFO,16,17500,100000,17.5
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",FIFO,32,6217,100000,6.217
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LRU,4,67903,100000,67.903
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LRU,8,38093,100000,38.093
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LRU,16,9039,100000,9.039
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LRU,32,4503,100000,4.503
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LFU,4,65220,100000,65.22
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LFU,8,30284,100000,30.284
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LFU,16,8473,100000,8.473
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",LFU,32,4491,100000,4.491
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Clock,4,68339,100000,68.339
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Clock,8,40153,100000,40.153
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Clock,16,11037,100000,11.037
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Clock,32,4516,100000,4.516
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Random,4,68537,100000,68.537
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Random,8,41798,100000,41.798
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Random,16,17485,100000,17.485
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Random,32,6355,100000,6.355
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Otimo,4,43894,100000,43.894
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Otimo,8,18801,100000,18.801
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Otimo,16,5930,100000,5.93
localidade_grande_restrito_frequente90,localidade,grande,restrito,frequente90,"Alta localidade (90% hot) | Grande, universo restrito (100k refs, 50 pags, WS=20%)",Otimo,32,1916,100000,1.916
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",FIFO,4,98708,100000,98.708
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",FIFO,8,97399,100000,97.399
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",FIFO,16,94795,100000,94.795
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",FIFO,32,89541,100000,89.541
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",LRU,4,98706,100000,98.706
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",LRU,8,97384,100000,97.384
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",LRU,16,94779,100000,94.779
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",LRU,32,89407,100000,89.407
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",LFU,4,98473,100000,98.473
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",LFU,8,96869,100000,96.869
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",LFU,16,93614,100000,93.614
